similar_function,path
/src/ATen/native/TensorFactories-arange,/src/ATen/native/TensorFactories-arange0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-full,/src/ATen/native/TensorFactories-full0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-new_full,/src/ATen/native/TensorFactories-new_ones,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-ones,/src/ATen/native/TensorFactories-ones0,/src/ATen/native/TensorFactories-zeros0,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-rand,/src/ATen/native/TensorFactories-rand1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-rand0,/src/ATen/native/TensorFactories-rand2,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-randint,/src/ATen/native/TensorFactories-randint0,/src/ATen/native/TensorFactories-randint1,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-randint_like,/src/ATen/native/TensorFactories-randint_like0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-randn,/src/ATen/native/TensorFactories-randn1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-randn0,/src/ATen/native/TensorFactories-randn2,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-tril_indices_cpu,/src/ATen/native/TensorFactories-triu_indices_cpu,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-bartlett_window0,/src/ATen/native/TensorFactories-blackman_window0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-hamming_window,/src/ATen/native/TensorFactories-hamming_window0,/src/ATen/native/TensorFactories-hamming_window1,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorFactories-kaiser_window,/src/ATen/native/TensorFactories-kaiser_window0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/LossNLL-optional_contiguous,/src/ATen/native/LossNLL2d-optional_contiguous,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/LossNLL-optional_data,/src/ATen/native/LossNLL2d-optional_data,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/LossNLL-nll_loss_out,/src/ATen/native/LossNLL2d-nll_loss2d_out,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/LossNLL-nll_loss,/src/ATen/native/LossNLL2d-nll_loss2d,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorAdvancedIndexing-index_copy,/src/ATen/native/TensorAdvancedIndexing-index_fill0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-check_argmax_argmin0,/src/ATen/native/ReduceOps-check_argmax_argmin1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-isnan_0,/src/ATen/native/ReduceOps-isnan_1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-cummax_helper_cpu,/src/ATen/native/ReduceOps-cummin_helper_cpu,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-cummax_out,/src/ATen/native/ReduceOps-cummin_out,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-var_mean1,/src/ATen/native/ReduceOps-std_mean1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-std1,/src/ATen/native/ReduceOps-var1,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-std_out0,/src/ATen/native/ReduceOps-var_out0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-norm_out,/src/ATen/native/ReduceOps-norm_out0,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ReduceOps-any_out,/src/ATen/native/ReduceOps-all_out,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/Unfold3d-Unfold3dZeroPaddingAccKernelImpl,/src/ATen/native/Unfold3d-Unfold3dAccKernelImpl,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/Unfold3d-Unfold3dCopyCPU,/src/ATen/native/Unfold3d-Unfold3dAccCPU,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/Activation-log_sigmoid_backward_cuda,/src/ATen/native/Activation-log_sigmoid_backward_cpu,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/Activation-log_sigmoid_backward_cuda_out,/src/ATen/native/Activation-log_sigmoid_backward_cpu_out,/,/,/,/,/,/,/,/,/,/,/,/,/
